"","Progress","Duration (in seconds)","Finished","ResponseId","DistributionChannel","UserLanguage","Q1","1.Q1","1.Q2","1.Q3","1.Q4","2.Q1","2.Q2","2.Q3","2.Q4","3.Q1","3.Q2","3.Q3","3.Q4","4.Q1","4.Q2","4.Q3","4.Q4","5.Q1","5.Q2","5.Q3","5.Q4","Q11","Q12","Q14","Q24","Q13","Q25","Q26","Q29_1","Q30","Q31","Q32","Q34","Q35","Q36","Q17","Q19","Q20","Q6","Q7","Q8","Q9","Time Lag 1","Attribution Confidence 1","Damage Assessment 1","Hack type 1","Persistence 1","Time Lag 2","Attribution Confidence 2","Damage Assessment 2","Hack type 2","Persistence 2","Time Lag 3","Attribution Confidence 3","Damage Assessment 3","Hack type 3","Persistence 3","Time Lag 4","Attribution Confidence 4","Damage Assessment 4","Hack type 4","Persistence 4","Time Lag 5","Attribution Confidence 5","Damage Assessment 5","Hack type 5","Persistence 5"
"46",100,1123,TRUE,"R_3p3jYdFCu6WGQnf","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No",TRUE,TRUE,TRUE,FALSE,TRUE,"Secure",FALSE,5,"Probably take my winnings","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat agree","Somewhat easy","No","No","Yes","Yes","Professional degree","American","No","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"47",100,818,TRUE,"R_1IzrE1WJKkqtYsl","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Escalatory attack",NA,TRUE,TRUE,TRUE,FALSE,TRUE,"Secure",FALSE,5,"Definitely take my winnings","Strongly agree","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Neither easy nor difficult","No","No","No","Yes","4 year degree","U.S.A.","No","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"48",100,376,TRUE,"R_2SdzCRq66wcTEcm","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","No",TRUE,FALSE,TRUE,FALSE,FALSE,"Secure",FALSE,3,"Definitely take my winnings","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat disagree","Extremely difficult","No","No","Yes","Yes","4 year degree","USA","No","6 months","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"49",100,723,TRUE,"R_2wRXxTVk8DRhE0P","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Definitely take my winnings","Strongly agree","Neither agree nor disagree","Strongly agree","Neither agree nor disagree","Somewhat easy","No","No","No","Yes","Professional degree","US","No","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"50",100,1016,TRUE,"R_2rkf9UD3dWiPMZR","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably take my winnings","Somewhat agree","Somewhat agree","Somewhat disagree","Neither agree nor disagree","Somewhat easy","No","No","Yes","Yes","4 year degree","American","Yes","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"51",100,669,TRUE,"R_3PYUytLm6zyVGmT","anonymous","EN","I consent, begin the study","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Escalatory attack",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Definitely take my winnings","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat easy","Yes","Yes","Yes","Yes","Professional degree","American","Yes","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"52",100,2097,TRUE,"R_2dHe1URd9v2DByz","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Escalatory attack",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",FALSE,6,"Definitely take my winnings","Strongly agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat difficult","Yes","Yes","Yes","No","4 year degree","German (No worries, I reside in the US and will not invoke GDPR)","No","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"53",100,835,TRUE,"R_dbBJUn5lo0uqzXb","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No",FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,6,"Probably continue playing","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Neither easy nor difficult","Yes","Yes","Yes","Yes","Professional degree","Indian","No","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"54",100,1373,TRUE,"R_RQNVYFwThUB4r8B","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,TRUE,TRUE,TRUE,FALSE,TRUE,"Secure",TRUE,6,"Probably continue playing","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Extremely easy","No","No","Yes","Yes","4 year degree","American","No","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"55",100,2000,TRUE,"R_2OIRySriFot7gem","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,TRUE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,4,"Probably take my winnings","Somewhat disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Somewhat difficult","No","No","Yes","Yes","4 year degree","American","No","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"56",100,1479,TRUE,"R_3PbjzU0j12Lb13L","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Escalate",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Escalatory attack",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,4,"Probably take my winnings","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat easy","No","No","No","No","4 year degree","korean","No","1 month","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"57",100,628,TRUE,"R_4OpT0gXnqH15drH","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes",FALSE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,5,"Definitely take my winnings","Somewhat disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither easy nor difficult","No","No","No","Yes","Professional degree","Indian","No","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"58",100,2629,TRUE,"R_yDdenesJSCyGIMh","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes",FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,4,"Probably take my winnings","Strongly agree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Somewhat easy","Yes","Yes","Yes","Yes","Professional degree","Dutch (but not living in the EU, hence still complying with with first question of this questionnaire)","No","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"59",100,834,TRUE,"R_2e4QdXx3KrpdJ3i","email","EN","I consent, begin the study","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalate",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",FALSE,3,"Definitely take my winnings","Strongly disagree","Neither agree nor disagree","Strongly disagree","Strongly disagree","Extremely easy","No","No","Yes","Yes","Professional degree","American","No","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"60",100,649,TRUE,"R_1Kr5pfjEBXauhKm","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,FALSE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Definitely continue playing","Somewhat agree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Somewhat easy","No","Yes","No","Yes","4 year degree,Professional degree","USA","No","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"61",100,1358,TRUE,"R_3R8UgwU8SHYNuHL","anonymous","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,FALSE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Probably continue playing","Somewhat agree","Somewhat disagree","Strongly disagree","Somewhat agree","Neither easy nor difficult","No","No","No","Yes","4 year degree","USA","Yes","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"62",100,365,TRUE,"R_1Fzyyy2nKthtiQO","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,FALSE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,5,"Probably take my winnings","Strongly agree","Somewhat agree","Somewhat agree","Strongly agree","Somewhat easy","No","No","Yes","Yes","4 year degree","USA","No","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
